PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11682720","Doctor assisted suicide needs to be discussed","","BMJ. 1998 Jul 18;317(7152):214.","","BMJ","1998","2001/10/30","","",""
"9390066","Screening people with a family history of cancer. Taking a family history in primary care is important","Rose PW, Suchard MA.","BMJ. 1997 Nov 15;315(7118):1306.","Rose PW","BMJ","1997","1997/12/09","PMC2127817","",""
"9390065","Screening people with a family history of cancer. Benefit of screening for ovarian cancer is unproved","Bell R, Petticrew M.","BMJ. 1997 Nov 15;315(7118):1306.","Bell R","BMJ","1997","1997/12/09","PMC2127786","",""
"9390064","Patient's assessments of disability in multiple sclerosis. Most patients have difficulty in rating themselves on visual analogue scales","Selai CE, Trimble MR.","BMJ. 1997 Nov 15;315(7118):1305-6. doi: 10.1136/bmj.315.7118.1305a.","Selai CE","BMJ","1997","1997/12/09","PMC2127789","","10.1136/bmj.315.7118.1305a"
"9390063","More widespread public debate on rationing is essential","Heath I, Amiel S.","BMJ. 1997 Nov 15;315(7118):1305. doi: 10.1136/bmj.315.7118.1305.","Heath I","BMJ","1997","1997/12/09","PMC2127803","","10.1136/bmj.315.7118.1305"
"9390062","Women's health. The childbearing years and after","Craft N.","BMJ. 1997 Nov 15;315(7118):1301-4. doi: 10.1136/bmj.315.7118.1301.","Craft N","BMJ","1997","1997/12/09","PMC2127813","","10.1136/bmj.315.7118.1301"
"9390061","Why are doctors ambivalent about patients who misuse alcohol?","Dale R, Barton R, Shepherd J, Burrows A, Brooke D, Adshead G.","BMJ. 1997 Nov 15;315(7118):1297-300. doi: 10.1136/bmj.315.7118.1297.","Dale R","BMJ","1997","1997/12/09","PMC2127822","","10.1136/bmj.315.7118.1297"
"9390060","ABC of palliative care. Constipation and diarrhoea","Fallon M, O'Neill B.","BMJ. 1997 Nov 15;315(7118):1293-6. doi: 10.1136/bmj.315.7118.1293.","Fallon M","BMJ","1997","1997/12/09","PMC2127795","","10.1136/bmj.315.7118.1293"
"9390059","Science, medicine, and the future. Gene therapy","Russell SJ.","BMJ. 1997 Nov 15;315(7118):1289-92. doi: 10.1136/bmj.315.7118.1289.","Russell SJ","BMJ","1997","1997/12/09","PMC2127823","","10.1136/bmj.315.7118.1289"
"9390058","Challenges in managing dyspepsia in general practice","Agréus L, Talley N.","BMJ. 1997 Nov 15;315(7118):1284-8. doi: 10.1136/bmj.315.7118.1284.","Agréus L","BMJ","1997","1997/12/09","PMC2127788","","10.1136/bmj.315.7118.1284"
"9390057","Omeprazole, H2 blockers, and polyarthralgia: case-control study","Meier CR, Jick H.","BMJ. 1997 Nov 15;315(7118):1283. doi: 10.1136/bmj.315.7118.1283.","Meier CR","BMJ","1997","1997/12/09","PMC2127801","","10.1136/bmj.315.7118.1283"
"9390056","Prevalence of HIV-1 infection among heterosexual men and women attending genitourinary clinics in Scotland: unlinked anonymous testing","Scott G, Goldberg D, Weir M, Cameron S, Peutherer J, Carrington D, Follett E, Leadbetter G, Scoular A.","BMJ. 1997 Nov 15;315(7118):1281-2. doi: 10.1136/bmj.315.7118.1281.","Scott G","BMJ","1997","1997/12/09","PMC2127812","","10.1136/bmj.315.7118.1281"
"9390055","Deficient colour vision and interpretation of histopathology slides: cross sectional study","Poole CJ, Hill DJ, Christie JL, Birch J.","BMJ. 1997 Nov 15;315(7118):1279-81. doi: 10.1136/bmj.315.7118.1279.","Poole CJ","BMJ","1997","1997/12/09","PMC2127826","","10.1136/bmj.315.7118.1279"
"9390054","Is the SF-36 a valid measure of change in population health? Results from the Whitehall II Study","Hemingway H, Stafford M, Stansfeld S, Shipley M, Marmot M.","BMJ. 1997 Nov 15;315(7118):1273-9. doi: 10.1136/bmj.315.7118.1273.","Hemingway H","BMJ","1997","1997/12/09","PMC2127819","","10.1136/bmj.315.7118.1273"
"9390053","Variation in management of small invasive breast cancers detected on screening in the former south east Thames region: observational study","Moritz S, Bates T, Henderson SM, Humphreys S, Michell MJ.","BMJ. 1997 Nov 15;315(7118):1266-72. doi: 10.1136/bmj.315.7118.1266.","Moritz S","BMJ","1997","1997/12/09","PMC2127781","","10.1136/bmj.315.7118.1266"
"9390051","Birth defects in infants conceived by intracytoplasmic sperm injection: an alternative interpretation","Kurinczuk JJ, Bower C.","BMJ. 1997 Nov 15;315(7118):1260-5; discussion 1265-6. doi: 10.1136/bmj.315.7118.1260.","Kurinczuk JJ","BMJ","1997","1997/12/09","PMC2127798","","10.1136/bmj.315.7118.1260"
"9390050","Milk intake and bone mineral acquisition in adolescent girls: randomised, controlled intervention trial","Cadogan J, Eastell R, Jones N, Barker ME.","BMJ. 1997 Nov 15;315(7118):1255-60. doi: 10.1136/bmj.315.7118.1255.","Cadogan J","BMJ","1997","1997/12/09","PMC2127785","","10.1136/bmj.315.7118.1255"
"9390049","Methadone treatment increases in EU","Watson R.","BMJ. 1997 Nov 15;315(7118):1254. doi: 10.1136/bmj.315.7118.1251h.","Watson R","BMJ","1997","1997/12/09","PMC2127821","","10.1136/bmj.315.7118.1251h"
"9390048","Oregon reaffirms assisted suicide","Roberts J.","BMJ. 1997 Nov 15;315(7118):1253. doi: 10.1136/bmj.315.7118.1251f.","Roberts J","BMJ","1997","1997/12/09","PMC2127783","","10.1136/bmj.315.7118.1251f"
"9390047","UK bans powerful laser pointers","Abbasi K.","BMJ. 1997 Nov 15;315(7118):1253.","Abbasi K","BMJ","1997","1997/12/09","PMC2127794","",""
"9390046","UK exempts motor racing from advertising ban","Kmietowicz Z.","BMJ. 1997 Nov 15;315(7118):1251. doi: 10.1136/bmj.315.7118.1251.","Kmietowicz Z","BMJ","1997","1997/12/09","PMC2127802","","10.1136/bmj.315.7118.1251"
"9390045","Opiate detoxification under anaesthesia","Strang J, Bearn J, Gossop M.","BMJ. 1997 Nov 15;315(7118):1249-50. doi: 10.1136/bmj.315.7118.1249.","Strang J","BMJ","1997","1997/12/09","PMC2127814","","10.1136/bmj.315.7118.1249"
"9390044","Too soon to market","Dent TH, Hawke S.","BMJ. 1997 Nov 15;315(7118):1248-9. doi: 10.1136/bmj.315.7118.1248.","Dent TH","BMJ","1997","1997/12/09","PMC2127793","","10.1136/bmj.315.7118.1248"
"9390043","The future of preschool vision screening services in Britain","Rahi JS, Dezateux C.","BMJ. 1997 Nov 15;315(7118):1247-8. doi: 10.1136/bmj.315.7118.1247.","Rahi JS","BMJ","1997","1997/12/09","PMC2127809","","10.1136/bmj.315.7118.1247"
"9390042","When lifesaving treatment in children is not the answer","Gillis J.","BMJ. 1997 Nov 15;315(7118):1246-7. doi: 10.1136/bmj.315.7118.1246.","Gillis J","BMJ","1997","1997/12/09","PMC2127792","","10.1136/bmj.315.7118.1246"
"9390041","Intracytoplasmic sperm injection: offering hope for a term pregnancy and a healthy child?","Mitchell AA.","BMJ. 1997 Nov 15;315(7118):1245-6. doi: 10.1136/bmj.315.7118.1245.","Mitchell AA","BMJ","1997","1997/12/09","PMC2127827","","10.1136/bmj.315.7118.1245"
"9366745","Optimising drug treatment for elderly people: the prescribing cascade","Rochon PA, Gurwitz JH.","BMJ. 1997 Oct 25;315(7115):1096-9. doi: 10.1136/bmj.315.7115.1096.","Rochon PA","BMJ","1997","1997/11/21","PMC2127690","","10.1136/bmj.315.7115.1096"
"9366744","Healthy aging","Khaw KT.","BMJ. 1997 Oct 25;315(7115):1090-6. doi: 10.1136/bmj.315.7115.1090.","Khaw KT","BMJ","1997","1997/11/21","PMC2127682","","10.1136/bmj.315.7115.1090"
"9366743","Coronary heart disease: an older woman's major health risk","Wenger NK.","BMJ. 1997 Oct 25;315(7115):1085-90. doi: 10.1136/bmj.315.7115.1085.","Wenger NK","BMJ","1997","1997/11/21","PMC2127693","","10.1136/bmj.315.7115.1085"
"9366742","Population aging and health","Butler RN.","BMJ. 1997 Oct 25;315(7115):1082-4. doi: 10.1136/bmj.315.7115.1082.","Butler RN","BMJ","1997","1997/11/21","PMC2127687","","10.1136/bmj.315.7115.1082"
"9366741","Molecular biology's impact on our understanding of aging","Mann DM.","BMJ. 1997 Oct 25;315(7115):1078-81. doi: 10.1136/bmj.315.7115.1078.","Mann DM","BMJ","1997","1997/11/21","PMC2127692","","10.1136/bmj.315.7115.1078"
"9366740","Geriatric medicine: a brief history","Grimley Evans J.","BMJ. 1997 Oct 25;315(7115):1075-7. doi: 10.1136/bmj.315.7115.1075.","Grimley Evans J","BMJ","1997","1997/11/21","PMC2127694","","10.1136/bmj.315.7115.1075"
"9366739","Recent advances. Geriatric medicine","Pahor M, Applegate WB.","BMJ. 1997 Oct 25;315(7115):1071-4. doi: 10.1136/bmj.315.7115.1071.","Pahor M","BMJ","1997","1997/11/21","PMC2127696","","10.1136/bmj.315.7115.1071"
"9366738","Effectiveness of influenza vaccination policy at targeting patients at high risk of complications during winter 1994-5: cross sectional survey","Watkins J.","BMJ. 1997 Oct 25;315(7115):1069-70. doi: 10.1136/bmj.315.7115.1069.","Watkins J","BMJ","1997","1997/11/21","PMC2127699","","10.1136/bmj.315.7115.1069"
"9366737","Randomised controlled trial of a general practice programme of home based exercise to prevent falls in elderly women","Campbell AJ, Robertson MC, Gardner MM, Norton RN, Tilyard MW, Buchner DM.","BMJ. 1997 Oct 25;315(7115):1065-9. doi: 10.1136/bmj.315.7115.1065.","Campbell AJ","BMJ","1997","1997/11/21","PMC2127698","","10.1136/bmj.315.7115.1065"
"9366736","Acute viral infections of upper respiratory tract in elderly people living in the community: comparative, prospective, population based study of disease burden","Nicholson KG, Kent J, Hammersley V, Cancio E.","BMJ. 1997 Oct 25;315(7115):1060-4. doi: 10.1136/bmj.315.7115.1060.","Nicholson KG","BMJ","1997","1997/11/21","PMC2127683","","10.1136/bmj.315.7115.1060"
"9366735","Exclusion of elderly people from clinical research: a descriptive study of published reports","Bugeja G, Kumar A, Banerjee AK.","BMJ. 1997 Oct 25;315(7115):1059. doi: 10.1136/bmj.315.7115.1059.","Bugeja G","BMJ","1997","1997/11/21","PMC2127695","","10.1136/bmj.315.7115.1059"
"9366734","Breast examinations in older women: questionnaire survey of attitudes of patients and doctors","Haigney E, Morgan R, King D, Spencer B.","BMJ. 1997 Oct 25;315(7115):1058-9. doi: 10.1136/bmj.315.7115.1058.","Haigney E","BMJ","1997","1997/11/21","PMC2127697","","10.1136/bmj.315.7115.1058"
"9366733","Adverse drug reactions in elderly patients as contributing factor for hospital admission: cross sectional study","Mannesse CK, Derkx FH, de Ridder MA, Man in 't Veld AJ, van der Cammen TJ.","BMJ. 1997 Oct 25;315(7115):1057-8. doi: 10.1136/bmj.315.7115.1057.","Mannesse CK","BMJ","1997","1997/11/21","PMC2127685","","10.1136/bmj.315.7115.1057"
"9366732","Mortality related to cold weather in elderly people in southeast England, 1979-94","Donaldson GC, Keatinge WR.","BMJ. 1997 Oct 25;315(7115):1055-6. doi: 10.1136/bmj.315.7115.1055.","Donaldson GC","BMJ","1997","1997/11/21","PMC2127691","","10.1136/bmj.315.7115.1055"
"9366731","Foot morbidity and exposure to chiropody: population based study","Harvey I, Frankel S, Marks R, Shalom D, Morgan M.","BMJ. 1997 Oct 25;315(7115):1054-5. doi: 10.1136/bmj.315.7115.1054.","Harvey I","BMJ","1997","1997/11/21","PMC2127689","","10.1136/bmj.315.7115.1054"
"9366730","Impact of mild cognitive impairment on survival in very elderly people: cohort study","Gussekloo J, Westendorp RG, Remarque EJ, Lagaay AM, Heeren TJ, Knook DL.","BMJ. 1997 Oct 25;315(7115):1053-4. doi: 10.1136/bmj.315.7115.1053.","Gussekloo J","BMJ","1997","1997/11/21","PMC2127688","","10.1136/bmj.315.7115.1053"
"9366729","Development and evaluation of evidence based risk assessment tool (STRATIFY) to predict which elderly inpatients will fall: case-control and cohort studies","Oliver D, Britton M, Seed P, Martin FC, Hopper AH.","BMJ. 1997 Oct 25;315(7115):1049-53. doi: 10.1136/bmj.315.7115.1049.","Oliver D","BMJ","1997","1997/11/21","PMC2127684","","10.1136/bmj.315.7115.1049"
"9366728","Association between features of the insulin resistance syndrome and Alzheimer's disease independently of apolipoprotein E4 phenotype: cross sectional population based study","Kuusisto J, Koivisto K, Mykkänen L, Helkala EL, Vanhanen M, Hänninen T, Kervinen K, Kesäniemi YA, Riekkinen PJ, Laakso M.","BMJ. 1997 Oct 25;315(7115):1045-9. doi: 10.1136/bmj.315.7115.1045.","Kuusisto J","BMJ","1997","1997/11/21","PMC2127678","","10.1136/bmj.315.7115.1045"
"9366727","Randomised controlled trial to evaluate early discharge scheme for patients with stroke","Rudd AG, Wolfe CD, Tilling K, Beech R.","BMJ. 1997 Oct 25;315(7115):1039-44. doi: 10.1136/bmj.315.7115.1039.","Rudd AG","BMJ","1997","1997/11/21","PMC2127677","","10.1136/bmj.315.7115.1039"
"9366726","The debate of the age","Westall J.","BMJ. 1997 Oct 25;315(7115):1034. doi: 10.1136/bmj.315.7115.1034.","Westall J","BMJ","1997","1997/11/21","PMC2127686","","10.1136/bmj.315.7115.1034"
"9366725","Including elderly people in clinical trials","Avorn J.","BMJ. 1997 Oct 25;315(7115):1033-4. doi: 10.1136/bmj.315.7115.1033.","Avorn J","BMJ","1997","1997/11/21","PMC2127680","","10.1136/bmj.315.7115.1033"
"9366724","Will you still need me, will you still screen me, when I'm past 64?","Sutton GC.","BMJ. 1997 Oct 25;315(7115):1032-3. doi: 10.1136/bmj.315.7115.1032.","Sutton GC","BMJ","1997","1997/11/21","PMC2127681","","10.1136/bmj.315.7115.1032"
"9366723","There is no such thing as aging","Peto R, Doll R.","BMJ. 1997 Oct 25;315(7115):1030-2. doi: 10.1136/bmj.315.7115.1030.","Peto R","BMJ","1997","1997/11/21","PMC2127679","","10.1136/bmj.315.7115.1030"
"9365326","Delayed diagnosis for breast disease is mostly due to patients","Nosarti C, David A, Crayford T, Elias E, Roberts J.","BMJ. 1997 Oct 18;315(7114):1021. doi: 10.1136/bmj.315.7114.1021a.","Nosarti C","BMJ","1997","1997/11/20","PMC2127661","","10.1136/bmj.315.7114.1021a"
"9365325","Defence of cardiologist in misconduct case. Members of Medical Defence Union are entitled to help with defamation cases","Saunders M.","BMJ. 1997 Oct 18;315(7114):1021.","Saunders M","BMJ","1997","1997/11/20","PMC2127666","",""
"9365324","Defence of cardiologist in misconduct case. Union defence should not always apply","Wolfson M.","BMJ. 1997 Oct 18;315(7114):1021. doi: 10.1136/bmj.315.7114.1021.","Wolfson M","BMJ","1997","1997/11/20","PMC2127651","","10.1136/bmj.315.7114.1021"
"9365323","Medical advice is available for ships at sea","Parrish M.","BMJ. 1997 Oct 18;315(7114):1020.","Parrish M","BMJ","1997","1997/11/20","PMC2127672","",""
"9365322","Elimination of firearms. Author gave underestimate of deaths due to firearms","Rooney C.","BMJ. 1997 Oct 18;315(7114):1020.","Rooney C","BMJ","1997","1997/11/20","PMC2127676","",""
"9365321","Elimination of firearms. All guns should be banned from homes","Chapman S.","BMJ. 1997 Oct 18;315(7114):1019-20. doi: 10.1136/bmj.315.7114.1019a.","Chapman S","BMJ","1997","1997/11/20","PMC2127659","","10.1136/bmj.315.7114.1019a"
"9365320","Stroke prevention in atrial fibrillation. Suggested range of international normalised ratio may lead to overanticoagulation","Booth F, Mehta A.","BMJ. 1997 Oct 18;315(7114):1019. doi: 10.1136/bmj.315.7114.1019.","Booth F","BMJ","1997","1997/11/20","PMC2127664","","10.1136/bmj.315.7114.1019"
"9365319","Incidence of early syphilis acquired in former Soviet Union is increasing","Deayton J, French P.","BMJ. 1997 Oct 18;315(7114):1018-9. doi: 10.1136/bmj.315.7114.1018b.","Deayton J","BMJ","1997","1997/11/20","PMC2127667","","10.1136/bmj.315.7114.1018b"
"9365318","Frequent consumption of red meat is not risk factor for cancer","Cox BD, Whichelow MJ.","BMJ. 1997 Oct 18;315(7114):1018. doi: 10.1136/bmj.315.7114.1018a.","Cox BD","BMJ","1997","1997/11/20","PMC2127641","","10.1136/bmj.315.7114.1018a"
"9365317","Palliative drugs are not for shortening life","Oliver D.","BMJ. 1997 Oct 18;315(7114):1018. doi: 10.1136/bmj.315.7114.1018.","Oliver D","BMJ","1997","1997/11/20","PMC2127635","","10.1136/bmj.315.7114.1018"
"9365316","Insulin dependent diabetes is probably due to environmental effect during childhood","Leslie RD, Pyke DA.","BMJ. 1997 Oct 18;315(7114):1017. doi: 10.1136/bmj.315.7114.1017a.","Leslie RD","BMJ","1997","1997/11/20","PMC2127647","","10.1136/bmj.315.7114.1017a"
"9365315","Debate over mentally ill patient's caesarean section was too emotional","Goldthorp WO, McDade G.","BMJ. 1997 Oct 18;315(7114):1017. doi: 10.1136/bmj.315.7114.1017.","Goldthorp WO","BMJ","1997","1997/11/20","PMC2127654","","10.1136/bmj.315.7114.1017"
"9365314","""Clearing house"" is needed to match available junior doctors to unfilled SHO posts","Leman P, Little F, Duby A, Williams DJ.","BMJ. 1997 Oct 18;315(7114):1016-7. doi: 10.1136/bmj.315.7114.1016a.","Leman P","BMJ","1997","1997/11/20","PMC2127660","","10.1136/bmj.315.7114.1016a"
"9365313","Adding heat probe treatment to adrenaline injection for spurting haemorrhage of peptic ulcers. Injection of adrenaline and human thrombin is best option","Hussaini SH, Hull MA.","BMJ. 1997 Oct 18;315(7114):1016. doi: 10.1136/bmj.315.7114.1016.","Hussaini SH","BMJ","1997","1997/11/20","PMC2127649","","10.1136/bmj.315.7114.1016"
"9365312","Helicobacter gastroduodenitis. Routine treatment will lead to extra workload","Allison MC, Williams D.","BMJ. 1997 Oct 18;315(7114):1015-6.","Allison MC","BMJ","1997","1997/11/20","PMC2127655","",""
"9365311","Trend in occurrence of asthma among children and young adults. Labelling of cough alone as asthma may partially explain increase","Chang AB, Newson TP.","BMJ. 1997 Oct 18;315(7114):1015.","Chang AB","BMJ","1997","1997/11/20","PMC2127642","",""
"9365310","Trend in occurrence of asthma among children and young adults. Reporting of common respiratory and atopic symptoms has increased","Russell G, Helms PJ.","BMJ. 1997 Oct 18;315(7114):1014-5.","Russell G","BMJ","1997","1997/11/20","PMC2127658","",""
"9365309","Trends in asthma mortality. Asthma mortality is falling in most age groups in Scotland","Kaur B, Butland B.","BMJ. 1997 Oct 18;315(7114):1014.","Kaur B","BMJ","1997","1997/11/20","PMC2127665","",""
"9365308","Trends in asthma mortality. Short-term fluctuations may obscure more meaningful, longer term, changes","McLeone P, Morrison DS.","BMJ. 1997 Oct 18;315(7114):1013-4.","McLeone P","BMJ","1997","1997/11/20","PMC2127648","",""
"9365307","Trends in asthma mortality. Death certification in asthma is inaccurate","Berrill WT.","BMJ. 1997 Oct 18;315(7114):1013.","Berrill WT","BMJ","1997","1997/11/20","PMC2127640","",""
"9365306","Trends in asthma mortality. Asthma mortality in United States has risen but is similar to that in England and Wales","Johnson CA, Mannino DM, Ashizawa A.","BMJ. 1997 Oct 18;315(7114):1012-3.","Johnson CA","BMJ","1997","1997/11/20","PMC2127638","",""
